,Ctrl_1,Ctrl_2,Ctrl_3,Treat_1,Treat_2,Treat_3
Gene_54,6.589379725835375,7.510130170543646,6.327017167661579,8.563448436169109,9.216221721169372,25.320174069599446
Gene_55,8.225354813967847,12.982200919082421,12.585215478975126,13.094123502123368,20.500043451529162,28.046011460544996
Gene_56,3.6011802808196167,25.00137994594915,3.0770730418269325,14.589854925673425,21.81989883489049,8.566031670493796
Gene_57,7.872546741371208,5.9327196955436925,3.1925074998957435,7.272482366256402,5.99568230005239,13.033545102799522
Gene_58,6.9580796896732,4.085111330243097,7.832845035307453,5.678500071554347,5.176035956104308,20.51439826239393
Gene_59,10.200826730091977,23.987755080708357,9.448985440060751,5.7873251113708895,19.18143787954017,9.414727530651264
Gene_60,4.5313491816984905,5.401648319931144,8.26460951788276,7.667971483757719,25.20142291212935,26.946377538995723
Gene_61,7.962704182389216,23.752111091244384,22.562344493298365,14.459595398288076,37.638357385158905,3.1732524340098647
Gene_62,5.544748474545273,4.76399354934822,0.9553823202687425,28.923955070078158,6.403968375754082,10.128079600143437
Gene_63,4.7629330685247115,3.3789122397257056,5.563016146247023,16.22966847567655,6.994266252959712,11.773913541356123
Gene_64,10.10739560368197,8.514357561053805,7.214014513721385,8.659052488426841,10.153806670791433,65.60155697814695
Gene_65,8.668239285147724,6.67991846352686,8.650482900515946,2.758454758506015,10.259761069525213,16.680862103981664
Gene_66,0.5571927735757664,5.956989334315853,6.762004861013537,4.926735739497695,10.64829978622505,15.522669935700725
Gene_67,5.623704593246844,6.206784638750443,12.970117974580443,16.237902720382237,23.53308611645918,29.298036078049748
Gene_68,4.579160731455575,42.972555999801436,12.815271480469931,9.35156955851778,13.066534393394798,3.9139335389451126
Gene_69,7.351866299328205,6.263067978336291,6.8949011239889995,11.681385855833428,3.815767170098395,12.28893191595745
Gene_70,3.552865084513648,6.847187394373438,9.234503167875587,23.540868539831553,16.955260090277054,13.104722064481276
Gene_71,11.747415893648984,11.748808407447317,5.930437352071177,23.23384535376589,28.70180169573174,6.278360583067089
Gene_72,2.3800802318641043,4.3263226082613,26.83627277723051,31.46549588767429,6.651632323543305,8.52991522588045
Gene_73,15.132528781198776,9.931342537240964,4.0187246626170845,21.771471602628242,14.042319163845226,11.95889779212243
Gene_74,7.410634950614689,2.7059824698349404,4.7514531588696105,13.987788563002484,34.83681362735666,12.863753577803909
Gene_75,6.072906535648414,5.532767013550239,15.883511281868662,22.117688620397505,21.672768330503086,64.72574343101083
Gene_76,2.375051849867927,3.697489895430562,2.460217161750009,36.842521087700526,21.40421804062374,21.663585438301258
Gene_77,2.745923449462836,8.160004473160662,2.0537093016207693,13.945366786809915,10.69958536995796,12.061573857138521
Gene_78,13.505473167112642,6.065077851149729,7.807077280959175,12.422633419597664,8.50471696910639,8.750347423237903
Gene_79,9.564529294072958,5.220884248425546,16.877540483581456,11.579118999191811,9.39889359783647,10.434393064930317
Gene_80,6.32509983461514,11.884751646255472,6.301010981608367,10.661278148679918,25.14558653241068,22.96277750158647
Gene_81,9.325005076625184,9.241739598103399,9.0247964645881,27.65234786008059,32.9849647748806,6.845726596979186
Gene_82,3.389063807602601,10.471953795861392,5.724953394567816,12.467147734502825,15.50357492265716,17.353401583873104
Gene_83,12.23609786518307,1.3204931224777086,2.2885238949127373,18.360069374816955,37.94660773374778,7.852681447425513
Gene_84,9.882410400910848,32.79716465092189,14.41179541681609,14.652720552508857,4.601893826807943,17.006821235977412
Gene_85,4.2803691361556915,1.908577247135989,13.385191406292707,3.4079094688429126,16.2549631873347,32.87363873618231
Gene_86,6.927738480595006,11.852791083448837,8.103037389678494,20.03524315922264,5.20157283731012,6.554273243028849
Gene_87,7.566376901245518,78.79900396253086,7.352909102404159,19.957821532060457,11.135092079428977,2.132621405514684
Gene_88,6.505212851199436,6.704916475953991,4.632842574258312,37.84724110357185,14.132745010212263,3.8820507044495702
Gene_89,16.315348911866305,5.567780680481055,12.289609687322692,14.695242091257168,71.63599571110183,10.834781110327455
Gene_90,9.278337887915042,19.59331995860095,10.341280259249459,10.705450775201752,7.291014956945423,20.44247186897154
Gene_91,2.7990838724758764,2.5569362692256465,22.798513053034874,14.895897247687746,23.323800649535,6.816856636635394
Gene_92,4.540473752538267,2.5690031291480313,4.324537162057481,21.826526802294044,4.747392626188064,18.122885295368924
Gene_93,20.321922502418545,2.37222800689975,3.694347086870241,6.465600476920406,12.562495089502743,3.5011004150669467
Gene_94,4.334273440029461,2.7156955304490116,2.8649134182119624,13.175357416067893,11.991262131398175,3.586688943436847
Gene_95,2.193533293557466,5.109236956531158,5.562640661358829,48.66521787186038,20.042973963543858,5.095034183846209
Gene_96,4.280070479527114,1.9680470951888804,20.139211941133215,5.441146814308939,9.982152861121923,7.736268848786688
Gene_97,2.551641650812532,9.229703916534678,3.127352267100843,11.309884566236365,2.150614736964068,47.17576183055488
Gene_98,12.612059928714046,15.873735437628842,3.6616326628647515,6.862452120521346,32.12612629479114,10.650231729350612
Gene_99,1.5857023246837536,12.892295118771539,33.13666712444853,86.33631505161695,24.21946259216764,28.500631709015604
Gene_100,10.30424176097144,8.401712357720006,14.236491435774505,31.708895933100855,13.02404162042128,13.743572889552178
Gene_101,13.626874060255831,3.806876105450344,4.360902151518068,11.019210913103679,16.26859415753322,12.943809009366982
Gene_102,12.048002035957849,6.584966988295881,21.18481129783241,16.2758428057736,6.45637342802315,8.729646775505813
Gene_103,4.206059746723688,13.470309046731966,9.719268759083102,18.982032628738278,12.388818850643776,17.952268780282154
Gene_104,6.678209742651052,18.929633750568446,12.73121976714881,20.83796890724253,24.788829336132398,18.086380715287902
Gene_105,3.306949877155293,12.33172172307503,22.197784912756813,10.116654618244617,6.097130341277965,30.762172948389697
Gene_106,6.656835681929697,6.056156268356558,4.324438398458441,6.999647742558303,12.18363072873461,44.44155406734514
Gene_107,7.309076203749592,12.79379834018651,3.841509392522965,6.459900850800702,9.796544164842551,13.393834516887086
Gene_108,2.516613003895883,5.470664397996053,2.4503234030080114,2.9176921264008686,5.180074823722474,33.151629819683635
Gene_109,11.229842604519723,5.252206027209224,1.8142615480704554,17.490835338597186,23.580446137316713,14.949033944547654
Gene_110,5.590753029541604,6.333848386429177,10.583630242513243,2.554174234875515,5.393322065217153,2.052465615790567
Gene_111,6.577858033226834,32.94966735572285,4.879471519268312,20.356031996326518,106.50667592197738,3.4767580036751413
Gene_112,7.029258059995019,6.805094402924984,5.8937784378529186,28.70039726797486,29.12452443360239,14.145318560119849
Gene_113,8.280807336154004,11.39283942866987,21.586734075193057,4.069787004518374,6.090017232102127,2.420531175296146
Gene_114,2.1055887054562246,4.912218638527383,5.164368654251746,11.018214147002322,14.498048480389361,23.515007394784178
Gene_115,15.64701615662244,5.554839618631531,1.622323734588627,10.346555877757188,6.182804508180366,7.013992083835267
Gene_116,7.926284360852973,7.192570474788354,8.531807622700681,10.964879877695386,15.504215848119319,37.06881804237903
Gene_117,3.2151361180301934,29.23094021983158,5.702542756338084,62.626582555055,12.105302836654207,5.143449049744092
Gene_118,6.355766513645117,3.5966150676409523,3.5085343876436865,32.54874789605768,94.21465680147519,6.665867852265624
Gene_119,2.778219992609839,5.394345733347125,3.4347169790656578,8.182813995365814,11.06434033583777,12.400646645894511
Gene_120,38.289429770075486,1.6310208313493044,2.9961722623677107,7.091294088093639,4.017411771802275,19.883090853226342
Gene_121,5.3594880487836205,12.664376125118364,5.306829069856125,10.933799293720444,30.062152092507308,18.83023558140617
Gene_122,12.68944714270287,3.3553526899101764,7.747985755865324,27.55250201693222,12.812225048436877,21.35194876927534
Gene_123,29.821597210086384,3.406905779905576,10.336219060157195,6.808124673959561,18.211263728291275,27.361252171265523
Gene_124,8.719326645849254,1.2199038097989674,4.612747021933923,35.24821578914509,9.632198718659291,19.693404860717543
Gene_125,18.263810329660778,8.232272808522216,2.801583602657756,34.65305667630751,3.509598582163619,9.160137441363917
Gene_126,12.840725738216975,5.0364508810073145,9.855607499253662,19.454411952008908,9.718349652033694,7.221538110986033
Gene_127,9.989515485657362,3.0193558655475696,13.899632873194387,17.360400271522934,8.401904820599848,12.9977057421661
Gene_128,3.300232626979005,2.5996356664671554,3.6463869835168756,3.550589299899292,8.438161804066285,15.381888857397533
Gene_129,5.602024066644394,8.064909781993741,3.9825925993787004,11.346010519661954,11.861307086567873,15.849586943243377
Gene_130,13.408052374114998,9.035591117864024,4.238296535052372,29.507899500857626,10.115531344153675,12.07275756097314
Gene_131,15.04723621416129,18.706193759712395,6.828139549496717,13.051738867945163,8.387597667974717,6.555438629304547
Gene_132,6.221515732920091,1.7877948220440203,5.333405293899614,24.154577537092468,4.850868606297504,19.77605514425415
Gene_133,5.852065231377646,8.991714352583669,6.457607251621034,10.389467832095582,9.362585292707289,15.931299820974928
Gene_134,8.981990801061112,25.210793881532357,4.835907093307168,17.978226575707268,5.356197467711212,11.94151512520685
Gene_135,4.9889335722486,2.5926168918139956,7.338038896446268,8.621997784312857,6.788248248613937,2.304962225595869
Gene_136,16.14241671229527,1.8205592254925742,4.337570619896068,24.229188804795594,25.00558521485697,4.8286366298051
Gene_137,7.6045929630928955,14.586293797926887,10.037179928787443,11.259512960767593,4.604138427756861,9.217522815332252
Gene_138,9.586644218180098,6.175252492941567,10.864487096171683,7.352295338553471,36.069513086177885,4.089474745986859
Gene_139,16.633905409036416,1.882887643020481,13.234516732653285,2.9282616046320737,9.22608123430213,9.68367319085108
Gene_140,6.827729277723697,4.835617854435132,1.0465922094950435,58.81445812082217,6.648423515952284,39.73633537018037
Gene_141,2.4490959123259914,28.744521535481702,4.2595400034030595,18.27980457095432,45.79763247694183,15.243521250109623
Gene_142,3.1024278518939794,5.1287360001259685,4.0709737543161895,3.359904477744467,5.815731138900014,18.891578251505507
Gene_143,8.161980975310387,24.86792803684197,4.621444133776427,6.011305931250008,82.66994688018747,2.825787441248411
Gene_144,8.359779410473577,2.951195336244408,24.93152716458159,7.37818823962902,17.781686935526306,12.400106249210742
Gene_145,8.595465131839422,3.10975735226488,15.232708274896762,8.365434500387252,38.86154209232392,12.961410876297373
Gene_146,19.297781070601758,8.407844093174944,1.9906922169547783,28.870391980825737,8.719447753063214,28.06481745944815
Gene_147,30.819113041554672,9.469707469619884,18.847182587881445,14.69446730282029,3.335335868895557,4.623610416266778
Gene_148,4.755421976989798,5.371465950644364,8.071686847839104,30.080395678362432,12.21051583084935,30.465209892910117
Gene_149,18.006293621597997,8.284547416525411,2.703461394655563,21.819355338159127,4.980513378437149,4.703206496498782
Gene_150,9.111992084243125,27.211164689480018,7.788474603189556,11.229353513252684,13.95381791573165,6.983090561438478
Gene_151,8.194870575956106,2.6911402963268944,2.4051414813262975,18.33541309502612,10.263510288745717,6.649785129866726
Gene_152,4.436413540804991,5.690430376960469,8.030514418674583,14.93980091073913,7.283159767938938,3.8167849667508063
Gene_153,8.438171005204547,26.616361503558505,7.744244720350745,42.85237822983132,2.5239709410810733,3.2347353778599244
Gene_154,17.31439351594097,7.160190109914259,23.54993097124036,23.65283060474392,15.040667721638304,7.73730157819799
Gene_155,1.6548030802428206,4.576866467907695,16.222946927826047,57.548405407611696,8.886257493117748,11.134474714021193
Gene_156,6.441253704585072,15.568095981168224,10.054827648694003,12.335061613219137,19.884378553756083,21.166438482591985
Gene_157,15.747814393416762,12.066755384256941,12.665973514874034,36.22995903159621,8.380914486594385,11.743567868352047
Gene_158,24.384905400020177,16.26766206697578,16.363371072251585,9.586165764883,4.207587030956429,9.361560881400614
Gene_159,7.510747592013162,4.639097449605946,4.3594762734702535,15.897966871536605,13.352119753056597,38.185754643051155
Gene_160,13.47391612748473,1.0504635561200155,2.596741654658208,14.28128425383696,5.51525367072807,8.065185186123589
Gene_161,3.419167332142127,6.06117028058631,0.9001890974527313,6.339960497301003,7.533532393006226,11.35088390696456
Gene_162,20.226164571368955,11.942938569873098,36.14960127355812,22.418469726379747,24.316460023438793,5.868466280525004
Gene_163,17.283833332376208,16.84920483563959,44.725366542104766,17.053390876486336,11.534856301820584,9.198318936086968
Gene_164,4.6796977780942255,2.219391991345411,6.135638101666588,7.139635626442413,6.7629322997306245,7.960854874971576
Gene_165,3.819067782806216,6.016608395951307,3.189374473617393,28.073005683316413,25.851445311230854,23.66130027117245
Gene_166,11.63833107937604,11.138262798769407,7.2316116842477305,1.974332419794549,32.94648841838143,15.533142456289134
Gene_167,9.480766834458098,6.5953141413615946,13.485660484802933,24.35482001297556,10.622655929287054,14.12295884566191
Gene_168,7.812403004709659,5.9753549390801854,15.54388907653142,35.43234391025636,27.406407319555537,5.802610448922983
Gene_169,20.26017254625802,21.541106942865014,3.3460490058072194,6.450312798975391,17.44587857950555,14.272282642901704
Gene_170,4.818401497651793,1.8942123850625823,6.105243459277786,5.981490326449682,11.629335857024163,7.062664481339683
Gene_171,10.307781047953162,6.644298113927919,34.62862643605913,19.435470322037638,75.1707883700558,5.893596969367221
Gene_172,5.34053214116593,3.09315979440263,11.64414368145303,17.36474732311528,17.059465104417697,10.37577784361115
Gene_173,8.330696472257182,11.469760801368055,9.421839491483274,9.012459372896489,9.243313826369922,3.7769831991811613
Gene_174,8.98011428120028,1.3527788626160206,4.133434989962134,2.50869043474589,6.112272977738864,7.51643160183763
Gene_175,4.607751830143894,5.593630443883115,5.1618068825320504,22.13567218642203,5.048258472321401,8.013415415655386
Gene_176,10.280562838449187,11.949698010300217,2.98824798837988,28.73191953996766,23.02577272165181,17.859976511573496
Gene_177,12.799978937747513,11.80607832262337,10.725413864461935,29.473824493637093,101.89652484225896,11.24382100655921
Gene_178,2.3766321192589444,10.511457368681631,7.893789693919177,19.85042364595216,10.987808919341855,10.522657024799768
Gene_179,15.937965975522498,30.799098998033532,26.323295523420263,5.937839206816545,47.15154519412573,14.217047386351593
Gene_180,8.08584771434625,7.377982642868886,12.2504004617005,41.561542831597706,16.55874815504549,6.095201745998492
Gene_181,3.0281989512506797,2.315101397317526,5.063082696640212,12.357881978076954,20.45852363351123,14.505289094956439
Gene_182,19.618149466766475,5.6694797652746205,24.58323544504822,2.8490065631986705,12.349469754577779,8.9348187188261
Gene_183,0.7941441330264858,2.075568015371756,6.6929117172145345,8.750208605623788,4.074351857537804,55.20721752264261
Gene_184,15.037628597819861,6.98874865582035,6.844721726733116,26.75651734336401,6.28604493731157,10.189483559318392
Gene_185,6.703345993782648,1.8034145001074857,18.66136044070616,34.24256274520315,3.3192619680069333,42.997864210404764
Gene_186,4.279294776322682,17.665721540961975,6.983716784238898,16.28841914677917,17.81611277181139,10.714652690106835
Gene_187,17.36624378952326,9.724090709086264,6.784634395149234,17.334241070081863,58.34500585062713,13.30503525546457
Gene_188,8.855239499289345,2.274176281359912,7.424783022752253,7.033059427547409,8.017965364827333,28.09107660450951
Gene_189,29.161001679220075,21.042724084614303,3.360134939860768,15.218921762712828,14.717353589360071,7.852537911284126
Gene_190,11.073431504995375,9.01044002470631,14.207224802037574,37.729571869509094,13.523791678776936,6.388560312288531
Gene_191,7.967113913136043,6.130012600520964,21.42384643631134,3.0045878400777024,4.573973422708937,16.879076349375914
Gene_192,8.785628439693351,20.173532189013073,16.11110785008142,6.021989468394267,2.3994340625261996,6.217170722894012
Gene_193,5.699680991010144,6.464979107031529,34.600424376292175,10.824489724246737,19.565083858180433,1.6063369170633957
Gene_194,8.612252170370455,4.027304369917515,2.829119061797985,11.696692096922995,25.028838995891714,6.084943616550233
Gene_195,16.107837394056137,8.400027476678043,3.920920468288014,7.678561753439811,14.306268238000662,5.5077083457207126
Gene_196,12.675460307473372,8.396365688072546,1.95740564002144,5.860892120766402,11.101050845029341,14.035331758562949
Gene_197,11.833665096789405,21.46776617095881,57.2759138967227,19.29582246460421,12.341492930247528,12.208705024172742
Gene_198,7.598281104486627,8.900609224340466,26.71639559540896,14.872437462956022,6.054542186199263,2.274937509384737
Gene_199,8.456858877096602,9.209849327444305,4.4615903663556225,5.921641146816641,8.253997087117785,6.329718702206843
Gene_200,2.421772983739768,15.335192472167945,2.667505618711704,4.901673756689486,28.504839241676727,6.266186104653476
Gene_201,18.403207946883917,3.9332558871021517,9.135675803874618,9.079914899762185,19.302180636095436,17.313398343529993
Gene_202,5.485907958847324,18.909797809602967,9.399693870384448,6.803779421364859,5.98452098280637,11.54572729841159
Gene_203,35.41998759064152,3.1051370612239975,10.289155383952908,6.998721972508362,10.971253211829676,6.114605783614671
Gene_204,7.67427253084101,9.243816643319908,26.48919561698905,16.990309951112593,3.9333748614367607,10.269567635514782
Gene_205,11.801827874264516,2.950514827902317,11.32268974657697,15.381177076805193,15.398284474334877,84.29021683817761
Gene_206,5.2989278046095505,5.05974468210025,17.059135427303843,10.140237547682982,13.6715509860888,11.308406972458691
Gene_207,4.5636740579666855,5.453271686090111,7.583128182631376,55.93337467879761,27.272615355525115,57.12107152246586
Gene_208,15.751706638420812,11.766680398584244,6.125547072894118,7.688074851271696,13.905878772217637,12.69225566355622
Gene_209,5.943266080398941,2.9209130938535304,4.023418559236783,4.8488852543972785,16.04071739206031,5.52497033191195
Gene_210,4.377575933499083,6.557223370111485,36.21271968886234,28.308132058265386,10.305983764635794,3.608836524491825
Gene_211,4.304342741645438,5.831864413228115,1.4305818877552463,7.785088756215959,12.649387624015791,49.249355242395346
Gene_212,11.946721334855324,2.0918335226194524,3.5777295033424323,24.386826993594088,13.119813085144488,24.554733121138987
Gene_213,17.011137808801507,1.3717087923983076,7.9783875521951675,13.977471845201938,5.978192899137104,16.9526924751783
Gene_214,14.023629346555728,25.03701648448195,3.539287774318966,24.245954917838187,139.85468898765322,15.444319864855114
Gene_215,4.485186688858978,31.297839159399786,7.242394504147606,8.28565539944353,25.65219680123953,21.15502212650039
Gene_216,4.100007703390638,4.162064936791288,3.3938159630793794,43.164267592074275,22.204471837711154,3.103174984251433
Gene_217,5.197939180844448,17.64718677504311,15.03247490968384,11.603885549770089,34.15331155785969,47.838626874314116
Gene_218,2.888056422567163,8.77291259167762,5.356293431747173,6.26471357479177,10.249005380758351,20.576197235888426
Gene_219,13.817726865291327,6.520246736321056,9.94649020215446,8.783471309089466,9.916344499029478,25.23255174567549
Gene_220,6.508544384924513,1.284450827611538,7.672188877097056,27.42087988372846,30.37728977188857,18.24376017264011
Gene_221,2.6713993610414346,13.432843684589098,4.2893606366203825,5.433211205298117,10.91637042397647,5.538768982694098
Gene_222,4.553926715344944,7.33661628682929,11.731002966253184,8.11385567103071,19.30145064775894,13.911391960836111
Gene_223,6.450805106690584,27.487908515529934,27.634204231328596,71.38091682914929,15.042190538277952,16.89905637075853
Gene_224,29.14766695475479,6.126018451186945,2.257895613696115,11.916599241366901,22.57912428334586,46.203476362313125
Gene_225,19.610454392150626,5.29585146583547,7.618146126412747,13.953972304572241,41.235797732883285,11.261789976361305
Gene_226,12.214894677525757,2.0471547035938826,27.202175841244724,28.83050571097125,11.439350389609267,11.217952564701548
Gene_227,14.87928330536052,9.79446338838277,15.070412738962322,2.416133035315799,2.8843195921031213,11.0571499705852
Gene_228,11.537031951958708,8.11295764248103,5.776399370453759,22.260005148452816,11.772370025310373,6.202551803441983
Gene_229,4.0905775915641405,9.297740602940511,9.864697231447597,5.6531779573523675,22.247975631058857,5.378314887783615
Gene_230,17.576434256796148,8.67571728856333,3.7338459467619467,23.767742586029406,21.26710074972672,40.3745190430905
Gene_231,2.09386935864971,6.672204201924005,7.228512670718521,87.27253669261904,9.965150483203185,11.11798381081057
Gene_232,6.831380210484035,2.17187246399965,17.454056964490857,38.721598136891544,11.744587794692563,3.4921128371557475
Gene_233,17.42844770896885,3.8242863255269293,14.08042717351489,6.59126001680209,16.606241005531544,4.6166344431546396
Gene_234,15.835665233751822,7.619857443474853,3.459766492393671,61.250448244188725,34.4923222660738,5.786215052375051
Gene_235,26.861800677230146,10.02154371354038,6.044628556823403,6.165377589653252,13.58909156035144,8.676311198895107
Gene_236,13.712067938780272,27.05215827001305,4.964297924921636,11.221405585235606,20.9998062266394,10.419369871783339
Gene_237,12.847356061542728,34.97131438979258,3.024507089577808,38.16142962394508,24.37297437299957,27.5967471358542
Gene_238,4.761663723971495,4.580077573949601,6.509992410256775,4.841346903325294,3.872572675829211,12.003086850272737
Gene_239,6.246498153552972,9.399310650124216,3.8331985449357275,51.043819265211624,32.22068735113459,22.106475017840133
Gene_240,4.490074117675373,9.403033849837136,8.363938995051422,33.023647415964774,5.018275497792041,3.8479554327628667
Gene_241,14.868782001435877,10.25211494031375,13.701116261392505,34.47619008687274,7.4936940510992205,6.415771083726586
Gene_242,2.9613296346383904,5.437214836118675,32.417680250419444,19.826828844145748,9.993234371002801,11.050567135334122
Gene_243,10.11138925199489,13.435686911083318,9.190660356126779,16.01254919084317,14.01019735512331,3.3156531501980315
Gene_244,10.38402622566928,6.1427760093909605,128.67159387400315,8.371605362749747,21.7489597788686,7.033712133261269
Gene_245,5.382081859591363,7.165967086083776,1.0619755921391352,9.416406082361792,9.657403583520987,1.5818277376633696
Gene_246,17.90380618140824,4.75025186215325,7.038286285560602,13.214034013752237,7.472127156464161,19.46470355246356
Gene_247,4.843160770283524,6.613107363505812,5.8861511041072605,14.994274088339836,6.450669849870247,17.70310697923193
Gene_248,7.138956229891152,7.083433968201663,6.53149428407009,8.26157956440046,7.0290284127117015,3.7843950648392575
Gene_249,6.460445115590562,21.04819402394343,14.956313760616748,17.305337420645916,10.792357418873788,8.065831222046283
Gene_250,15.028582001310037,4.112540216412643,20.19543654919496,3.4812700560352474,29.356648841046688,9.718869502530543
Gene_251,18.271009207255858,4.745878404031521,25.00514525169072,15.996803327084725,15.5546699174274,4.062003405165688
Gene_252,4.277716099693761,1.6927840312058045,17.836033926910005,21.11469416436268,9.934947094740266,10.360178268561919
Gene_253,6.715276298930374,16.14381899527346,4.041590367450426,2.5790338948616855,32.50446611203101,13.227795083515781
Gene_254,2.6928065869952866,19.796347102336586,2.396921364903105,10.25058595112821,6.988677603844545,11.626173925792594
